                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                    159,                0.56266,                0.37737,                 0.8971,                0.81844,                0.74787,                0.78707,                0.51887,                 1.0845,                0.65404,                 1.1364,              0.0003865,              0.0003865,              0.0003865
                    160,                0.56884,                0.38128,                 0.9001,                0.84707,                0.72367,                0.79282,                0.52371,                 1.0788,                0.66763,                 1.1277,               0.000381,               0.000381,               0.000381
                    161,                0.56199,                0.38125,                 0.8957,                0.85732,                0.72057,                0.78079,                0.51443,                 1.0803,                0.66508,                 1.1326,              0.0003755,              0.0003755,              0.0003755
                    162,                0.56672,                0.38072,                0.89552,                0.85373,                0.74274,                0.78598,                0.51849,                 1.0716,                0.65346,                 1.1324,                0.00037,                0.00037,                0.00037
                    163,                0.55521,                0.37353,                0.89336,                0.83755,                0.76356,                0.79451,                0.52881,                 1.0663,                0.65663,                 1.1261,              0.0003645,              0.0003645,              0.0003645
                    164,                0.56092,                0.37989,                0.89533,                0.85255,                0.73882,                0.79345,                0.52887,                 1.0772,                 0.6603,                 1.1303,               0.000359,               0.000359,               0.000359
                    165,                0.55031,                0.36755,                0.88931,                0.82149,                0.75742,                0.79452,                0.52355,                 1.0726,                0.64345,                 1.1328,              0.0003535,              0.0003535,              0.0003535
                    166,                0.56717,                0.37735,                0.89599,                0.83191,                0.76521,                0.79423,                 0.5279,                 1.0829,                0.65733,                 1.1351,               0.000348,               0.000348,               0.000348
                    167,                 0.5504,                0.37131,                0.89291,                0.83058,                0.74452,                0.79364,                0.52472,                 1.0682,                 0.6514,                 1.1341,              0.0003425,              0.0003425,              0.0003425
                    168,                0.55129,                0.37058,                0.89374,                0.83522,                  0.749,                0.78806,                0.52281,                  1.081,                0.65555,                 1.1376,               0.000337,               0.000337,               0.000337
                    169,                0.54278,                0.36705,                0.88841,                0.85734,                0.74398,                 0.7923,                0.52553,                 1.0777,                0.64802,                 1.1288,              0.0003315,              0.0003315,              0.0003315
                    170,                0.54417,                0.36651,                0.88933,                0.85398,                0.74088,                0.79187,                0.52593,                 1.0747,                0.66171,                 1.1306,               0.000326,               0.000326,               0.000326
                    171,                0.54887,                0.37047,                0.89432,                0.83423,                 0.7421,                0.78242,                0.52063,                 1.0711,                0.66056,                 1.1373,              0.0003205,              0.0003205,              0.0003205
                    172,                0.54689,                0.37185,                0.89354,                0.84417,                0.73233,                 0.7817,                0.51896,                 1.0686,                0.65328,                 1.1421,               0.000315,               0.000315,               0.000315
                    173,                0.53924,                0.36342,                0.88828,                0.82459,                0.73358,                0.78237,                0.51908,                 1.0728,                0.66106,                 1.1405,              0.0003095,              0.0003095,              0.0003095
                    174,                0.54599,                0.36816,                0.88959,                0.83005,                0.75801,                0.78534,                0.52353,                 1.0743,                0.65216,                 1.1365,               0.000304,               0.000304,               0.000304
                    175,                0.53939,                0.36399,                0.88761,                0.83826,                0.74648,                0.78697,                0.52244,                  1.078,                 0.6495,                  1.134,              0.0002985,              0.0002985,              0.0002985
                    176,                0.54195,                0.36824,                  0.892,                0.85625,                0.72886,                0.78666,                0.52678,                 1.0791,                0.65177,                 1.1351,               0.000293,               0.000293,               0.000293
                    177,                0.53645,                0.36548,                0.89065,                0.81859,                0.76338,                0.79241,                0.52793,                 1.0821,                0.65186,                 1.1378,              0.0002875,              0.0002875,              0.0002875
                    178,                0.53399,                0.35897,                0.88906,                0.82338,                0.75499,                0.79418,                0.52884,                 1.0767,                  0.662,                 1.1256,               0.000282,               0.000282,               0.000282
                    179,                0.53549,                0.36335,                0.88895,                0.85271,                0.72616,                0.78661,                0.52431,                 1.0729,                0.65056,                 1.1324,              0.0002765,              0.0002765,              0.0002765
                    180,                0.52536,                0.35781,                0.88356,                0.82975,                0.74287,                0.78948,                0.52554,                 1.0725,                0.64391,                 1.1355,               0.000271,               0.000271,               0.000271
                    181,                0.52347,                0.35643,                0.88801,                0.80718,                0.75765,                0.78988,                0.52865,                 1.0759,                0.64951,                 1.1327,              0.0002655,              0.0002655,              0.0002655
                    182,                0.53019,                0.35946,                0.88345,                0.82452,                0.71986,                0.79288,                 0.5264,                 1.0761,                0.65295,                  1.142,                0.00026,                0.00026,                0.00026
                    183,                0.53296,                 0.3575,                0.88482,                0.82063,                0.72758,                0.78742,                0.52548,                  1.069,                0.64515,                 1.1265,              0.0002545,              0.0002545,              0.0002545
                    184,                0.52838,                0.35561,                0.88689,                0.78185,                0.75553,                0.78526,                0.52595,                 1.0684,                0.65323,                  1.129,               0.000249,               0.000249,               0.000249
                    185,                0.51768,                0.35099,                0.88344,                0.83292,                0.73306,                0.78593,                 0.5253,                 1.0722,                0.64084,                 1.1318,              0.0002435,              0.0002435,              0.0002435
                    186,                0.52915,                0.35436,                0.88656,                0.82568,                0.73347,                0.78825,                0.52176,                 1.0702,                0.64835,                 1.1286,               0.000238,               0.000238,               0.000238
                    187,                0.52004,                0.35269,                0.88378,                0.81029,                0.75996,                 0.7931,                0.52892,                 1.0707,                0.65268,                 1.1301,              0.0002325,              0.0002325,              0.0002325
                    188,                0.52389,                0.35095,                0.88319,                0.84834,                 0.7307,                0.79523,                0.53251,                 1.0732,                0.66074,                 1.1368,               0.000227,               0.000227,               0.000227
                    189,                0.51868,                0.35295,                0.88478,                0.82628,                0.73583,                0.79075,                0.52738,                 1.0704,                0.66628,                 1.1303,              0.0002215,              0.0002215,              0.0002215
                    190,                 0.5236,                0.35341,                0.88505,                0.82079,                0.75016,                0.79399,                0.53294,                 1.0714,                0.65553,                 1.1308,               0.000216,               0.000216,               0.000216
                    191,                0.51547,                0.35106,                0.88083,                0.82632,                0.74705,                0.79395,                0.53223,                  1.064,                0.64471,                 1.1324,              0.0002105,              0.0002105,              0.0002105
                    192,                0.51233,                0.34737,                0.88136,                0.84744,                0.73054,                0.79561,                0.52961,                 1.0679,                0.64902,                 1.1286,               0.000205,               0.000205,               0.000205
                    193,                0.51129,                0.34582,                0.88146,                0.81263,                0.75931,                0.79681,                0.53296,                 1.0684,                0.64473,                 1.1304,              0.0001995,              0.0001995,              0.0001995
                    194,                0.51521,                0.34931,                0.88229,                0.78578,                0.76083,                0.79079,                 0.5265,                 1.0686,                0.64488,                 1.1354,               0.000194,               0.000194,               0.000194
                    195,                0.51025,                0.34554,                0.87841,                0.83524,                0.72606,                0.78902,                0.52536,                 1.0616,                0.64348,                 1.1313,              0.0001885,              0.0001885,              0.0001885
                    196,                0.50668,                0.34158,                0.87879,                0.82088,                0.73969,                0.79258,                0.52721,                 1.0689,                0.65058,                 1.1349,               0.000183,               0.000183,               0.000183
                    197,                0.50586,                0.34478,                0.88258,                0.83929,                0.73179,                0.78874,                0.52968,                  1.069,                0.65405,                 1.1368,              0.0001775,              0.0001775,              0.0001775
                    198,                0.50024,                0.34129,                0.87836,                0.82672,                0.73352,                0.78441,                0.52591,                 1.0608,                0.64358,                 1.1288,               0.000172,               0.000172,               0.000172
                    199,                0.50562,                 0.3445,                 0.8799,                0.83313,                0.73178,                0.78593,                0.52816,                 1.0647,                0.63904,                 1.1302,              0.0001665,              0.0001665,              0.0001665
                    200,                0.50988,                0.34604,                0.88039,                  0.865,                0.71189,                0.78791,                0.52495,                 1.0659,                0.64361,                 1.1332,               0.000161,               0.000161,               0.000161
                    201,                0.50635,                0.34203,                0.88061,                0.85853,                0.72074,                0.78638,                0.53024,                 1.0707,                0.65357,                 1.1348,              0.0001555,              0.0001555,              0.0001555
                    202,                0.50461,                0.34267,                0.87902,                0.86748,                0.71961,                0.78821,                0.52777,                 1.0632,                0.64253,                 1.1288,                0.00015,                0.00015,                0.00015
                    203,                0.49838,                0.33945,                0.87685,                 0.8496,                0.72696,                0.79024,                0.52939,                 1.0591,                0.64591,                 1.1291,              0.0001445,              0.0001445,              0.0001445
                    204,                0.49464,                0.33458,                0.87865,                0.82089,                0.73846,                0.78504,                0.52645,                   1.06,                0.64804,                 1.1244,               0.000139,               0.000139,               0.000139
                    205,                0.49562,                0.33778,                0.87916,                0.87192,                 0.7262,                0.78693,                0.52751,                 1.0578,                 0.6464,                 1.1257,              0.0001335,              0.0001335,              0.0001335
                    206,                0.49346,                0.33536,                0.87787,                0.85716,                0.72041,                0.78558,                0.52815,                 1.0564,                0.64439,                 1.1222,               0.000128,               0.000128,               0.000128
                    207,                0.48702,                0.33417,                0.87375,                0.83967,                0.73502,                0.78659,                0.53152,                 1.0594,                0.64763,                 1.1267,              0.0001225,              0.0001225,              0.0001225
                    208,                0.49384,                0.33542,                0.87685,                0.83005,                0.74074,                 0.7841,                0.52798,                 1.0559,                0.64191,                 1.1276,               0.000117,               0.000117,               0.000117
                    209,                0.48534,                 0.3324,                0.87571,                  0.849,                0.73086,                0.78892,                0.53046,                 1.0627,                0.64926,                 1.1272,              0.0001115,              0.0001115,              0.0001115
                    210,                0.49717,                 0.3382,                0.87713,                0.86267,                0.72669,                 0.7868,                0.53138,                 1.0577,                0.64128,                 1.1275,               0.000106,               0.000106,               0.000106
                    211,                 0.4873,                 0.3312,                0.87367,                0.86375,                0.72843,                0.78429,                0.53137,                 1.0576,                0.64514,                 1.1268,              0.0001005,              0.0001005,              0.0001005
                    212,                0.49122,                0.33666,                0.87721,                0.85212,                0.73291,                0.78492,                0.53105,                 1.0625,                0.64943,                 1.1253,                9.5e-05,                9.5e-05,                9.5e-05
                    213,                0.48973,                0.33453,                0.87557,                0.82684,                0.73873,                0.78566,                0.52644,                 1.0639,                0.65058,                 1.1248,               8.95e-05,               8.95e-05,               8.95e-05
                    214,                0.48082,                0.32918,                0.87252,                0.81993,                0.74546,                0.78415,                0.52717,                 1.0623,                0.64802,                 1.1245,                8.4e-05,                8.4e-05,                8.4e-05
                    215,                0.48189,                0.32953,                0.87451,                0.88743,                0.70388,                0.78436,                0.52927,                 1.0655,                 0.6419,                 1.1254,               7.85e-05,               7.85e-05,               7.85e-05
                    216,                0.38348,                0.25845,                0.82596,                0.86221,                0.71782,                0.78742,                0.53081,                 1.0653,                0.64608,                 1.1302,                7.3e-05,                7.3e-05,                7.3e-05
                    217,                 0.3672,                0.25235,                0.82317,                0.83992,                0.72578,                 0.7899,                0.53223,                 1.0645,                0.63689,                 1.1346,               6.75e-05,               6.75e-05,               6.75e-05
                    218,                0.36429,                0.24875,                0.81987,                0.82502,                0.73036,                0.78918,                0.53685,                 1.0616,                 0.6406,                 1.1344,                6.2e-05,                6.2e-05,                6.2e-05
                    219,                0.36114,                0.24889,                0.82411,                0.82362,                0.73641,                 0.7899,                0.53732,                 1.0651,                0.64076,                 1.1369,               5.65e-05,               5.65e-05,               5.65e-05
                    220,                0.35559,                0.24674,                0.82016,                0.83225,                0.72897,                0.78818,                0.53699,                 1.0653,                0.64309,                 1.1367,                5.1e-05,                5.1e-05,                5.1e-05
                    221,                0.35693,                0.24597,                0.81867,                0.83846,                0.72788,                 0.7868,                 0.5372,                 1.0664,                0.64177,                 1.1389,               4.55e-05,               4.55e-05,               4.55e-05
                    222,                0.35369,                  0.243,                0.81807,                0.83325,                0.73374,                0.78912,                0.53966,                 1.0649,                0.64371,                 1.1382,                  4e-05,                  4e-05,                  4e-05
                    223,                0.35048,                0.24147,                0.82022,                0.85172,                0.71056,                0.78745,                0.54028,                 1.0603,                0.64241,                 1.1383,               3.45e-05,               3.45e-05,               3.45e-05
                    224,                0.35083,                0.24452,                0.81806,                0.85781,                0.71457,                0.79293,                 0.5397,                 1.0591,                0.64181,                 1.1352,                2.9e-05,                2.9e-05,                2.9e-05
                    225,                0.35225,                0.24388,                0.81734,                0.85031,                0.71819,                0.79218,                0.53653,                 1.0611,                0.64213,                 1.1381,               2.35e-05,               2.35e-05,               2.35e-05
